account_id,customer_id,product_type,open_date,status
314,232,Loan,2018-10-15,Dormant
315,233,Mortgage,2018-09-21,Closed
316,234,Savings,2018-08-17,Open
317,234,Chequing,2018-06-16,Dormant
318,235,Chequing,2018-05-03,Open
319,235,Loan,2018-05-10,Open
320,236,Chequing,2017-10-29,Open
321,237,CreditCard,2018-04-28,Open
322,238,CreditCard,2019-02-17,Dormant
323,238,Savings,2019-03-28,Closed
324,239,Loan,2018-04-05,Open
325,240,Loan,2018-10-22,Open
326,240,Loan,2018-11-11,Dormant
327,241,CreditCard,2018-02-05,Open
328,242,CreditCard,2020-08-14,Open
329,242,Chequing,2020-07-10,Open
330,243,CreditCard,2018-03-07,Open
331,244,Savings,2018-02-16,Open
332,245,Mortgage,2018-06-25,Open
333,246,Mortgage,2017-12-10,Open
334,246,CreditCard,2017-12-24,Closed
335,247,Loan,2018-11-20,Dormant
336,248,Savings,2018-07-18,Dormant
337,248,Savings,2018-04-17,Open
338,249,Loan,2018-04-28,Dormant
339,250,Chequing,2018-12-04,Closed
340,251,Savings,2018-05-24,Dormant
341,252,Mortgage,2018-10-27,Dormant
342,252,Loan,2018-09-26,Open
343,253,Savings,2018-05-02,Open
344,254,CreditCard,2020-01-25,Open
345,255,Mortgage,2018-05-19,Open
346,255,Mortgage,2018-04-28,Open
347,256,CreditCard,2018-06-08,Open
348,257,Savings,2017-12-15,Dormant
349,257,Chequing,2017-12-18,Open
350,258,Loan,2019-01-04,Closed
351,259,CreditCard,2018-08-27,Closed
352,260,Loan,2018-07-18,Closed
353,261,Loan,2018-12-16,Closed
354,262,Chequing,2018-09-26,Open
355,263,CreditCard,2018-08-21,Dormant
356,264,Mortgage,2018-11-28,Open
357,265,CreditCard,2018-12-28,Closed
358,265,Mortgage,2018-12-27,Open
359,266,Savings,2018-11-23,Open
360,267,Chequing,2018-05-07,Open
361,267,CreditCard,2018-04-28,Open
362,268,Savings,2018-08-05,Open
363,269,Savings,2018-05-16,Closed
364,270,Loan,2018-01-07,Dormant
365,271,Mortgage,2018-08-26,Open
366,272,Mortgage,2018-05-03,Dormant
367,272,Loan,2018-05-21,Open
368,273,Loan,2018-01-27,Closed
369,274,Savings,2019-07-08,Closed
370,275,Savings,2018-02-27,Dormant
371,276,CreditCard,2018-04-14,Open
372,277,Savings,2018-10-05,Open
373,278,Loan,2018-01-25,Closed
374,279,Chequing,2018-05-18,Open
375,280,Chequing,2018-08-01,Dormant
376,281,Savings,2018-10-22,Open
377,282,Loan,2018-03-19,Closed
378,283,Mortgage,2019-04-02,Dormant
379,284,Loan,2017-12-28,Dormant
380,285,Loan,2018-01-26,Dormant
381,285,Loan,2017-12-01,Open
382,286,Chequing,2018-02-18,Closed
383,286,Chequing,2018-02-08,Open
384,287,CreditCard,2018-03-13,Open
385,288,CreditCard,2019-02-25,Open
386,289,Mortgage,2018-08-01,Open
387,290,Savings,2018-06-12,Dormant
388,290,Mortgage,2018-08-21,Dormant
389,291,Mortgage,2019-03-13,Closed
390,291,Chequing,2019-02-23,Closed
391,292,Chequing,2019-03-09,Open
392,293,Mortgage,2018-03-22,Open
393,294,Mortgage,2018-10-14,Open
394,295,Loan,2018-09-01,Closed
395,296,Savings,2019-08-16,Dormant
396,297,Chequing,2018-08-01,Open
397,298,CreditCard,2018-06-21,Open
398,298,Loan,2018-07-30,Open
399,299,CreditCard,2019-04-17,Open
400,299,Loan,2019-04-21,Open
401,299,Savings,2019-02-08,Open
402,300,Mortgage,2018-05-27,Open
403,300,Mortgage,2018-06-15,Dormant
404,301,Savings,2018-03-08,Closed
405,301,Savings,2018-03-25,Open
406,302,Savings,2018-09-09,Open
407,303,Mortgage,2017-11-26,Open
408,304,Mortgage,2018-03-25,Open
409,304,Mortgage,2017-12-16,Closed
410,305,Savings,2019-04-10,Open
411,305,CreditCard,2019-02-26,Open
412,306,Mortgage,2018-10-02,Open
413,307,Mortgage,2021-01-02,Open
414,308,Savings,2018-08-14,Dormant
415,308,Chequing,2018-05-21,Open
416,309,Savings,2018-11-25,Open
417,310,Savings,2019-05-15,Open
418,311,CreditCard,2018-09-04,Open
419,312,Loan,2018-07-08,Dormant
420,313,Savings,2018-01-04,Closed
421,314,CreditCard,2017-10-17,Dormant
422,314,Loan,2018-02-27,Dormant
423,315,Chequing,2018-09-25,Open
424,316,Loan,2018-10-25,Closed
425,316,CreditCard,2019-02-23,Open
426,317,Loan,2017-11-30,Dormant
427,318,CreditCard,2018-06-10,Closed
428,319,Chequing,2018-02-28,Open
429,320,Loan,2019-12-21,Open
430,321,Chequing,2018-07-06,Closed
431,322,Loan,2018-05-05,Open
432,323,Loan,2018-04-01,Open
433,324,Loan,2018-08-19,Open
434,325,CreditCard,2018-04-25,Open
435,326,CreditCard,2018-07-25,Closed
436,326,Mortgage,2018-09-28,Open
437,327,Mortgage,2018-04-19,Dormant
438,327,CreditCard,2018-03-17,Open
439,327,Chequing,2018-03-27,Open
440,328,Loan,2018-07-06,Open
441,329,Chequing,2018-03-26,Open
442,330,Loan,2018-11-15,Dormant
443,331,Chequing,2018-05-24,Dormant
444,332,Savings,2019-01-04,Open
445,333,CreditCard,2018-03-24,Open
446,334,CreditCard,2018-07-16,Open
447,335,CreditCard,2018-08-10,Open
448,336,Chequing,2018-09-16,Open
449,336,Savings,2018-09-02,Open
450,337,Loan,2018-03-05,Open
451,338,Savings,2019-03-14,Dormant
452,339,Chequing,2019-07-01,Open
453,339,Chequing,2019-03-15,Open
454,340,Loan,2019-10-13,Open
455,341,Savings,2018-12-13,Closed
456,342,Savings,2018-07-31,Closed
457,343,Loan,2018-06-14,Open
458,344,Chequing,2018-04-20,Open
459,344,Chequing,2018-03-24,Dormant
460,345,Savings,2018-01-12,Dormant
461,346,Chequing,2018-07-23,Open
462,347,Loan,2018-01-13,Open
463,347,Chequing,2017-12-09,Open
464,348,CreditCard,2018-06-09,Open
465,349,CreditCard,2017-10-19,Open
466,350,Loan,2018-08-06,Open
467,350,Savings,2018-08-07,Open
468,351,Mortgage,2018-10-06,Closed
469,352,Chequing,2018-04-08,Closed
470,352,Savings,2018-06-28,Dormant
471,353,CreditCard,2018-05-04,Open
472,354,Savings,2018-07-08,Dormant
473,355,Mortgage,2018-11-02,Dormant
474,355,Savings,2018-07-21,Open
475,356,Chequing,2018-08-07,Open
476,356,Chequing,2018-12-14,Closed
477,357,Loan,2018-01-06,Open
478,358,Loan,2018-06-14,Open
479,359,Savings,2018-06-07,Open
480,360,CreditCard,2018-06-14,Open
481,360,Savings,2018-03-15,Closed
482,361,Mortgage,2018-03-24,Closed
483,362,Mortgage,2018-08-14,Open
484,363,Chequing,2018-02-22,Open
485,364,Savings,2019-05-01,Closed
486,365,Mortgage,2018-05-01,Closed
487,366,Savings,2019-09-18,Dormant
488,367,CreditCard,2018-08-24,Open
489,367,Savings,2018-10-19,Dormant
490,368,Loan,2018-10-27,Open
491,369,Savings,2018-11-05,Dormant
492,369,Mortgage,2018-06-30,Open
493,370,Mortgage,2018-07-04,Open
494,371,CreditCard,2018-06-27,Open
495,371,Savings,2018-11-03,Dormant
496,372,Mortgage,2018-04-08,Dormant
497,373,CreditCard,2018-07-16,Closed
498,374,Savings,2018-07-16,Dormant
499,375,Chequing,2019-01-12,Open
500,375,Mortgage,2019-01-10,Open
501,376,Chequing,2018-07-16,Open
502,376,Savings,2018-05-23,Open
503,377,Chequing,2018-06-03,Dormant
504,377,Mortgage,2018-06-30,Open
505,378,Mortgage,2018-10-23,Dormant
506,379,Loan,2018-07-16,Dormant
507,380,Chequing,2018-10-12,Closed
508,381,Mortgage,2018-12-25,Closed
509,381,Savings,2019-04-12,Open
510,381,Chequing,2018-12-09,Open
511,382,Chequing,2018-06-22,Closed
512,383,Savings,2018-05-17,Open
513,384,Mortgage,2018-04-20,Open
514,384,Loan,2018-08-20,Closed
515,385,Chequing,2018-02-28,Open
516,385,Loan,2018-03-10,Open
517,386,Chequing,2019-01-17,Open
518,386,Chequing,2018-11-24,Dormant
519,387,Chequing,2018-04-20,Dormant
520,388,Mortgage,2018-04-03,Closed
521,389,Chequing,2018-06-16,Open
522,389,Savings,2018-05-15,Open
523,390,Chequing,2019-05-09,Open
524,391,Chequing,2019-04-13,Open
525,391,Loan,2019-07-12,Open
526,392,Mortgage,2019-02-23,Closed
527,393,CreditCard,2018-03-23,Open
528,394,CreditCard,2018-07-21,Open
529,395,CreditCard,2018-03-11,Open
530,396,Chequing,2018-05-31,Open
531,397,Loan,2018-02-12,Open
532,397,Mortgage,2018-04-10,Open
533,398,CreditCard,2017-11-02,Closed
534,399,Chequing,2018-07-16,Dormant
535,399,Loan,2018-09-08,Closed
536,400,CreditCard,2018-03-24,Open
537,401,Loan,2018-06-30,Closed
538,401,Savings,2018-08-11,Open
539,402,Savings,2018-06-27,Open
540,402,Chequing,2018-05-30,Closed
541,403,Chequing,2017-11-25,Open
542,404,Mortgage,2019-03-23,Open
543,405,Chequing,2019-03-02,Open
544,406,Savings,2018-06-09,Open
545,407,Loan,2018-06-14,Open
546,407,Loan,2018-08-12,Open
547,408,Savings,2018-11-30,Open
548,409,Mortgage,2018-06-04,Dormant
549,410,Savings,2018-05-06,Open
550,411,Savings,2018-10-09,Dormant
551,412,CreditCard,2017-12-20,Open
552,413,Chequing,2017-12-24,Closed
553,414,CreditCard,2018-02-16,Open
554,415,Mortgage,2018-01-27,Open
555,415,Savings,2018-04-03,Open
556,416,Mortgage,2018-10-16,Open
557,417,Loan,2019-10-29,Open
558,418,Loan,2018-10-06,Open
559,419,CreditCard,2017-12-30,Open
560,420,Chequing,2018-04-18,Closed
561,420,Loan,2018-04-16,Open
562,421,CreditCard,2018-10-03,Open
563,422,CreditCard,2018-05-08,Closed
564,423,CreditCard,2018-02-17,Closed
565,424,Savings,2019-07-12,Dormant
566,425,CreditCard,2018-06-01,Closed
567,426,Loan,2018-08-29,Open
568,426,Mortgage,2018-09-09,Open
569,427,Savings,2019-06-21,Open
570,428,Loan,2018-07-21,Open
571,429,Savings,2018-03-12,Closed
572,430,CreditCard,2018-07-12,Open
573,431,CreditCard,2018-09-16,Open
574,432,Loan,2018-06-03,Open
575,433,Chequing,2018-10-17,Open
576,434,Mortgage,2019-01-01,Open
577,434,Loan,2019-01-08,Dormant
578,435,Chequing,2018-03-06,Open
579,435,CreditCard,2018-03-25,Open
580,436,Chequing,2018-11-17,Open
581,437,Mortgage,2018-04-09,Dormant
582,438,CreditCard,2018-04-08,Dormant
583,439,Chequing,2019-09-26,Closed
584,440,Chequing,2019-03-12,Closed
585,440,Savings,2019-05-23,Dormant
586,441,Chequing,2018-05-03,Closed
587,442,Mortgage,2018-03-25,Open
588,443,Loan,2018-02-03,Open
589,444,Savings,2017-12-29,Open
590,445,CreditCard,2018-04-28,Open
591,446,Loan,2018-10-29,Open
592,447,CreditCard,2018-11-27,Dormant
593,448,CreditCard,2018-02-11,Open
594,449,Chequing,2018-09-19,Open
595,449,Savings,2018-06-22,Closed
596,450,Chequing,2018-01-20,Open
597,451,Chequing,2019-01-16,Open
598,452,Loan,2018-02-15,Dormant
599,452,CreditCard,2018-04-29,Dormant
600,452,Chequing,2018-06-06,Closed
601,453,CreditCard,2018-05-31,Open
602,453,Loan,2018-03-27,Open
603,454,Loan,2019-04-17,Open
604,455,Chequing,2018-06-02,Open
605,456,Savings,2018-03-02,Open
606,456,Mortgage,2018-04-07,Open
607,456,Savings,2018-04-12,Open
608,457,Savings,2018-10-02,Open
609,457,Savings,2018-09-13,Open
610,458,Loan,2018-11-16,Closed
611,459,Chequing,2018-08-19,Open
612,460,CreditCard,2018-07-11,Open
613,460,Chequing,2018-03-22,Dormant
614,461,Loan,2018-01-11,Closed
615,462,Mortgage,2018-08-29,Open
616,463,Chequing,2018-05-20,Dormant
617,464,Chequing,2018-06-16,Open
618,464,Chequing,2018-02-12,Open
619,465,Chequing,2019-12-23,Open
620,465,Savings,2019-08-28,Open
621,466,Loan,2018-04-25,Open
622,466,Chequing,2018-05-06,Closed
623,467,Mortgage,2018-04-18,Open
624,467,Chequing,2018-05-11,Open
625,468,Chequing,2018-04-21,Open
626,469,Loan,2018-03-03,Open
627,470,Chequing,2018-04-04,Open
628,471,Chequing,2018-02-28,Open
629,472,Loan,2018-04-30,Open
630,473,Savings,2017-11-16,Closed
631,474,Loan,2018-03-25,Dormant
632,475,Loan,2018-05-29,Open
633,476,Loan,2018-06-17,Dormant
634,477,Savings,2018-02-13,Open
635,478,Savings,2018-01-12,Open
636,479,CreditCard,2018-08-23,Open
637,480,Loan,2018-04-01,Open
638,481,Chequing,2018-01-20,Closed
639,482,Mortgage,2019-02-26,Closed
640,483,Savings,2018-03-24,Open
641,483,Loan,2018-05-23,Dormant
642,484,Mortgage,2018-08-14,Dormant
643,485,Chequing,2017-10-27,Open
644,485,CreditCard,2017-12-28,Dormant
645,486,Savings,2018-06-14,Dormant
646,487,Savings,2018-02-18,Closed
647,488,Savings,2018-07-21,Closed
648,489,Chequing,2018-08-14,Dormant
649,490,CreditCard,2018-05-10,Dormant
650,491,Mortgage,2018-10-05,Dormant
651,492,CreditCard,2018-12-11,Closed
652,493,Mortgage,2019-01-09,Open
653,494,Loan,2019-01-09,Open
654,495,Savings,2018-12-06,Open
655,496,CreditCard,2019-04-13,Closed
656,496,Savings,2018-10-29,Open
657,497,CreditCard,2019-04-15,Open
658,498,Loan,2018-04-18,Closed
659,498,CreditCard,2018-03-15,Closed
660,499,Savings,2018-04-16,Open
661,499,Chequing,2018-01-22,Open
662,500,Savings,2018-09-14,Open
663,500,Mortgage,2019-02-06,Open
664,501,Savings,2019-08-26,Closed
665,502,Loan,2018-05-18,Open
666,502,Savings,2018-07-30,Open
667,503,Savings,2018-07-29,Closed
668,504,CreditCard,2018-01-14,Open
669,505,Mortgage,2018-07-19,Open
670,506,CreditCard,2019-02-25,Closed
671,506,Mortgage,2019-01-31,Open
672,507,Mortgage,2018-07-19,Open
673,508,Loan,2018-03-11,Closed
674,508,CreditCard,2018-07-06,Open
675,508,Loan,2018-07-30,Open
676,509,Chequing,2018-02-11,Open
677,509,Savings,2018-03-02,Closed
678,510,Savings,2019-11-13,Open
679,511,Mortgage,2018-08-15,Dormant
680,511,Chequing,2018-08-13,Open
681,511,Mortgage,2018-06-19,Open
682,512,Savings,2018-09-06,Open
683,513,Savings,2018-07-17,Open
684,513,Chequing,2018-06-25,Open
685,514,Savings,2018-05-13,Closed
686,515,Savings,2018-11-23,Open
687,516,Mortgage,2018-01-14,Open
688,517,Chequing,2017-11-11,Open
689,517,Loan,2017-11-27,Closed
690,517,Chequing,2018-01-06,Open
691,518,CreditCard,2018-12-05,Open
692,519,Savings,2018-11-25,Open
693,520,Loan,2018-04-07,Dormant
694,521,CreditCard,2018-09-02,Open
695,522,Mortgage,2018-12-16,Closed
696,523,CreditCard,2018-07-27,Open
697,524,Mortgage,2017-11-26,Open
698,524,Loan,2018-01-29,Open
699,525,CreditCard,2018-08-15,Open
700,526,Savings,2018-08-09,Open
701,526,Mortgage,2018-11-15,Dormant
702,527,Mortgage,2019-04-02,Open
703,528,Savings,2017-11-04,Closed
704,529,CreditCard,2019-01-14,Closed
705,529,Savings,2018-09-19,Closed
706,530,Chequing,2018-04-14,Dormant
707,530,Savings,2018-06-19,Open
708,530,Chequing,2018-01-04,Open
709,531,CreditCard,2018-08-04,Open
710,532,Savings,2018-07-08,Open
711,533,CreditCard,2018-06-14,Dormant
712,534,Chequing,2018-10-06,Open
713,534,Savings,2018-11-09,Open
714,535,Chequing,2018-02-16,Open
